"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Costa Rica","CRI","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.51231536386563","6.65078709074211","6.35054765906845","7.10119305621494","6.83088789465485","7.07774684897845","7.11474872565202","8.03035751311442","8.0923243074685","7.79839003815365","7.73973795923771","7.82318580410751","8.36985932694597","9.00515368511816","9.68658882562495","9.65259353848758","10.1937699099248","10.1293034460688","",
"South Asia (IFC classification)","CSA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.12655294824651","5.2544468966293","5.40224661370642","5.07072395304324","4.93564889489573","5.14111583896277","5.15447008310609","5.29812591817963","5.2745505396715","5.4233746734045","5.24847038788275","5.12804719289179","5.40992272566541","5.4033329526636","6.21868752577451","5.81003709359084","5.87737568404302","6.03328577653341","",
"Cuba","CUB","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.15194347412072","5.25636259708282","5.49944414220498","5.76999292835884","6.00381451985348","6.06572180126418","6.27017608645564","6.49530818329046","6.31477793406961","6.13763912592794","8.08058305701596","7.67119625498416","10.4196848311108","10.7933427622274","11.7438413837177","10.1942849325801","9.99594776203617","10.8607798132841","",
"Curacao","CUW","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73555050764","5.20546814756141","5.53045022965022","5.58342922232049","5.59747050857054","5.76878621330463","5.78263528437479","6.12361310310954","6.83046446443004","6.41800627680218","6.36908670347709","6.27810150701542","6.05253416047051","6.89217291966591","7.40220132316729","7.35940600913832","7.41244484319506","7.31529080969742","",
"Czech Republic","CZE","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.69398230134657","6.41125129500589","6.40105383559231","6.41802925227847","6.34893158425945","6.3137624218232","6.42218784369733","6.79738308802624","7.13181688824143","6.90346859112404","6.93394326032652","6.69370303457109","6.52233899501798","6.81889577083996","7.95137232777837","7.41494628438601","7.46597241088466","7.66162718179277","",
"Germany","DEU","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1136597241006","10.4202133333333","10.2668095785841","10.29407562382","10.3620137986201","10.3951648351648","10.5042104762358","10.7243222962199","10.919115250291","10.6688527576627","10.8089372415033","10.6374087039198","10.4770846201359","10.7041798043496","11.7515687513161","11.5495152632001","11.3322919077374","11.2830094052466","",
"Djibouti","DJI","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.56338051473753","3.55329691269035","4.59815200304224","5.45433438012243","6.21828205924023","5.75373964015406","5.37254272708283","5.44853384094835","6.22108560155917","6.76371069912627","7.2147846256992","7.05121762286912","7.72082465381799","8.04536890065352","8.28934295775277","8.77919299795741","8.68339579587266","8.80585249725285","",
"Dominica","DMA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.91221720811862","5.98731203007519","6.13312035683609","5.89002435437652","5.93443076497441","4.96545660258562","4.95767172336872","5.05156426699449","4.93386779988786","4.66151104366092","4.97632551569361","5.0122564530931","5.118415065176","4.94577891706565","5.03858178277547","5.99449202827303","6.02577714123465","5.85261584331612","",
"Denmark","DNK","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.12529118381239","8.21149933426088","8.15091134740117","8.15613411652479","8.953639677191","8.69908954120017","9.10017961816727","9.33288750867792","9.50939144949379","9.67486938847891","9.76996059555142","9.92431629402957","9.9872940143836","10.1830303362173","11.4721976946041","11.0751364475707","10.8670919800973","11.1945456924253","",
"Dominican Republic","DOM","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.52524539792991","5.33794801681369","5.65270043899238","5.83509496830535","5.92808308942697","6.34815513393058","6.19624355838659","6.30329342098764","6.48469550181241","5.10892848342333","5.26787888651199","5.21422599846243","4.97270252247766","5.27209372026798","5.44363807008805","5.46303592618884","5.36409019234542","5.41518010507412","",
"Algeria","DZA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.70152453223384","3.34906967608575","3.59465772763655","3.59408177860311","3.43391494968571","3.48902094184717","3.83786515761467","3.73006375225598","3.60102673521129","3.54406326317983","3.13603009504914","3.13852143084579","3.50805972939057","3.82715253236269","4.60596572600546","4.16944066027479","4.412436885365","5.24703578272341","",
"East Asia & Pacific (developing only)","EAP","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.28380256534572","3.4954780397228","3.6597743835549","4.03831471038619","4.09388576873177","4.13666478175936","4.19013259936676","4.34527732462061","4.43708210501044","4.35858996819236","4.37260608382074","4.30191867958717","4.19409459155515","4.39152758347869","4.86524221678957","4.71069918586095","4.86182864860984","5.10907270142948","",
"East Asia & Pacific (all income levels)","EAS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.98478341255092","5.99156611971187","5.93711894691076","6.26115184181102","6.45421231804156","6.54587766644878","6.6075069510214","6.58319238438342","6.69618332411348","6.66283759682406","6.67975393873203","6.53016105392934","6.34138200485542","6.51531846731454","7.07892189266836","6.94992015211254","7.03621606787884","7.12307129156158","",
"Europe & Central Asia (developing only)","ECA","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.91046063351591","5.01064421382814","5.32390866626845","4.72649155904489","5.34369442049953","5.31909775654369","5.55618928955432","5.85259473813661","6.12418259727436","6.06765029375524","6.07514054738744","6.0757946892042","6.08043613647007","6.10024044027951","6.64747346624521","6.61663439091366","6.13808331654279","6.20149835860516","",
"Europe & Central Asia (all income levels)","ECS","Health expenditure, total (% of GDP)","SH.XPD.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.39726364857268","8.48415553428372","8.36545757391959","8.33227656454834","8.44897520266927","8.38441268116379","8.58866904875515","8.82845870296076","9.08899289221512","9.06528229027445","9.12476881347688","9.02068510497797","8.9174606775202","9.09835210941579","9.98391794597686","9.76779153491421","9.53375895105329","9.53574809295901","",
